age,gender,education,smoking,alcohol,internet_usage,village_town,music,Ambient,Fusion Beat,Fusion Hardcore,Metal,Jazz,Rock,World & Electronic Music,Punk,Folk,Traditional Music,Indie,"Blues, Soul & Country",Classical,"Comedy, Literature & Cultural Narratives",Pop,Rap
20.0,male,secondary school,current smoker,social drinker,most of the day,village,5.0,2.7272727272727275,2.6666666666666665,2.4444444444444446,1.0,4.0,4.538461538461538,3.285714285714285,3.1666666666666665,2.333333333333333,3.2,4.533333333333333,2.2727272727272725,2.5,4.0,4.0,3.0
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,city,5.0,2.090909090909091,4.476190476190475,2.0,1.0,3.333333333333333,1.6923076923076923,3.7857142857142856,1.6666666666666663,2.5,2.9000000000000004,2.0,3.8181818181818175,2.0,4.375,4.444444444444445,5.0
21.0,female,secondary school,former smoker,drink a lot,few hours a day,city,5.0,3.181818181818182,1.238095238095238,2.333333333333333,5.0,1.0,1.9230769230769231,1.0,1.8333333333333333,1.8333333333333333,1.8,1.7333333333333334,1.181818181818182,4.0,3.5,1.0,1.0
21.0,male,primary school,current smoker,drink a lot,few hours a day,village,3.0,2.363636363636364,3.1904761904761907,3.0,3.0,3.0,3.384615384615385,3.285714285714285,3.8333333333333335,2.166666666666667,2.6,3.2,2.3636363636363638,2.5,3.0,3.0,3.5
20.0,female,secondary school,tried smoking,social drinker,most of the day,city,5.0,3.0,2.8095238095238093,1.3333333333333333,1.0,3.1666666666666665,3.692307692307693,3.2857142857142856,3.1666666666666665,1.5,3.6000000000000005,3.2,2.545454545454546,2.5,4.0,4.0,3.5
19.0,female,secondary school,current smoker,social drinker,few hours a day,village,5.0,3.090909090909091,1.6190476190476188,2.1111111111111107,4.0,2.833333333333333,3.8461538461538463,1.7857142857142856,2.833333333333333,1.1666666666666667,3.3000000000000003,3.6,2.0,2.5,2.625,2.555555555555556,1.5
19.0,male,secondary school,never smoked,drink a lot,few hours a day,city,4.0,1.7272727272727273,2.761904761904762,1.4444444444444444,2.0,4.5,4.0,2.357142857142857,2.0,2.833333333333333,2.1,4.199999999999999,2.3636363636363638,1.5,2.625,2.555555555555556,2.0
20.0,male,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.0,2.714285714285714,1.2222222222222223,1.0,3.0,3.230769230769231,2.9285714285714284,1.3333333333333337,1.3333333333333337,3.5,2.8666666666666667,2.3636363636363638,2.5,3.625,3.555555555555556,3.5
22.0,male,secondary school,tried smoking,social drinker,most of the day,village,5.0,3.4545454545454546,2.3809523809523805,2.4444444444444446,5.0,3.666666666666667,4.230769230769232,2.4285714285714284,4.5,2.833333333333333,3.0000000000000004,3.9333333333333327,2.636363636363636,3.5,2.625,2.0,2.0
21.0,male,secondary school,never smoked,social drinker,most of the day,city,5.0,3.6363636363636367,1.761904761904762,3.333333333333333,1.0,2.0,2.384615384615385,2.3571428571428568,1.1666666666666667,1.1666666666666667,3.3000000000000003,2.2,2.0,4.0,2.625,2.555555555555556,2.0
26.0,male,secondary school,former smoker,social drinker,few hours a day,city,5.0,3.0,1.6666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,4.333333333333334,2.0,1.0,2.636363636363636,4.0,1.625,1.0,1.0
17.0,female,primary school,never smoked,never,few hours a day,city,5.0,2.636363636363636,2.7142857142857144,2.888888888888889,5.0,3.5,3.846153846153846,2.4285714285714284,1.8333333333333333,1.0,2.8000000000000003,3.1333333333333333,1.3636363636363635,3.0,2.25,2.111111111111111,2.0
22.0,male,college/bachelor degree,former smoker,social drinker,less than an hour a day,village,5.0,1.7272727272727273,2.333333333333333,3.1111111111111107,5.0,3.0,4.692307692307692,3.1428571428571423,3.0,2.166666666666667,2.2,4.133333333333333,1.909090909090909,1.0,3.0,3.0,2.5
26.0,male,masters degree,tried smoking,never,few hours a day,city,5.0,3.0,1.619047619047619,2.333333333333333,5.0,2.6666666666666665,3.9230769230769234,1.5714285714285712,2.6666666666666665,3.5,2.2,3.8,2.0,3.5,2.25,1.0,1.0
20.0,female,masters degree,tried smoking,social drinker,few hours a day,city,4.0,2.7272727272727275,1.7142857142857144,2.0,4.0,1.8333333333333333,3.615384615384616,1.5,2.6666666666666665,2.6666666666666665,2.1,3.0,2.4545454545454546,4.5,2.25,1.5555555555555556,1.0
22.0,male,secondary school,tried smoking,never,few hours a day,city,4.0,2.909090909090909,1.0952380952380951,3.0,2.0,3.5,1.0,1.4285714285714284,1.0,1.8333333333333333,1.8,1.4,1.6363636363636365,5.0,2.25,1.0,1.0
21.0,male,secondary school,current smoker,social drinker,few hours a day,city,4.0,3.0,1.6666666666666663,2.1111111111111107,4.0,1.1666666666666667,4.230769230769232,1.857142857142857,4.5,1.1666666666666667,2.8000000000000003,3.533333333333333,1.3636363636363638,2.0,3.25,2.0,2.0
23.0,male,secondary school,never smoked,social drinker,few hours a day,city,5.0,3.0,4.0,3.111111111111111,3.0,4.833333333333334,3.4615384615384617,3.6428571428571423,3.1666666666666665,3.1666666666666665,3.1,3.6,3.1818181818181817,3.5,3.375,3.4444444444444446,4.0
19.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.8181818181818175,3.523809523809524,2.333333333333333,4.0,3.1666666666666665,3.4615384615384617,3.571428571428571,3.1666666666666665,3.1666666666666665,3.8,3.333333333333333,2.909090909090909,4.5,3.375,4.0,3.0
20.0,male,college/bachelor degree,tried smoking,drink a lot,few hours a day,city,5.0,3.9090909090909087,3.3809523809523805,2.888888888888889,1.0,3.8333333333333335,3.153846153846154,3.6428571428571423,1.3333333333333337,2.166666666666667,4.1000000000000005,3.466666666666667,2.090909090909091,2.5,3.0,3.555555555555556,4.0
21.0,female,college/bachelor degree,former smoker,drink a lot,few hours a day,city,5.0,3.636363636363636,1.476190476190476,1.1111111111111112,1.0,3.666666666666667,4.769230769230769,1.5714285714285712,2.0,2.0,3.2,4.466666666666667,2.0,2.5,3.25,2.0,1.5
19.0,female,secondary school,never smoked,never,less than an hour a day,city,3.0,3.545454545454545,3.428571428571428,2.333333333333333,1.0,3.0,2.692307692307692,3.0,1.3333333333333337,1.3333333333333337,3.8,2.333333333333333,1.7272727272727273,1.5,3.0,3.0,3.5
29.0,female,masters degree,tried smoking,social drinker,less than an hour a day,city,4.0,2.8181818181818183,2.238095238095238,1.6666666666666667,1.0,2.833333333333333,2.0,2.142857142857143,1.1666666666666667,3.666666666666667,3.0,2.1333333333333333,2.7272727272727275,3.5,2.0,3.111111111111111,1.5
22.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,city,5.0,1.7272727272727273,1.5238095238095235,3.555555555555556,2.0,1.8333333333333333,2.3846153846153846,2.2142857142857144,1.8333333333333333,1.8333333333333333,2.3,2.8666666666666663,2.1818181818181817,1.5,2.25,2.666666666666667,1.0
19.0,female,college/bachelor degree,never smoked,social drinker,less than an hour a day,village,3.0,3.6363636363636367,2.523809523809524,1.2222222222222223,1.0,2.166666666666667,2.4615384615384617,2.4285714285714284,1.3333333333333337,3.0,3.4,2.333333333333333,2.5454545454545454,4.5,3.0,3.0,3.0
17.0,female,primary school,never smoked,social drinker,few hours a day,city,5.0,3.1818181818181817,1.0952380952380951,2.333333333333333,5.0,1.0,3.0769230769230766,1.0,3.5,2.6666666666666665,2.2,2.333333333333333,1.818181818181818,4.5,2.25,1.0,1.0
16.0,female,primary school,never smoked,social drinker,few hours a day,city,4.0,2.909090909090909,2.142857142857143,3.0,5.0,2.0,3.3076923076923084,2.2857142857142856,2.833333333333333,2.0,2.4,2.9333333333333336,2.0,3.5,3.25,2.0,2.0
29.0,female,masters degree,former smoker,social drinker,less than an hour a day,village,5.0,4.090909090909091,2.6666666666666665,1.1111111111111112,1.0,3.666666666666667,2.6923076923076925,2.7857142857142856,1.1666666666666667,4.5,4.3,3.1333333333333337,3.0909090909090917,4.0,2.625,3.6666666666666665,1.5
18.0,female,secondary school,current smoker,social drinker,few hours a day,city,5.0,1.909090909090909,3.571428571428571,3.0,1.0,1.5,3.3076923076923075,3.6428571428571423,3.1666666666666665,1.5,3.3000000000000003,2.7333333333333334,2.7272727272727275,2.0,2.125,4.555555555555555,4.5
26.0,male,masters degree,tried smoking,never,few hours a day,city,5.0,3.0,1.476190476190476,2.333333333333333,5.0,2.6666666666666665,4.6923076923076925,1.5714285714285712,3.5,3.5,2.2,4.199999999999999,2.454545454545454,4.0,2.25,1.0,1.0
19.0,male,secondary school,current smoker,drink a lot,few hours a day,city,5.0,2.5454545454545454,1.5714285714285714,1.3333333333333333,2.0,1.0,4.307692307692308,1.7857142857142856,3.5,1.8333333333333333,2.3000000000000003,3.733333333333333,1.3636363636363638,2.0,2.875,1.5555555555555556,1.5
19.0,male,secondary school,current smoker,never,few hours a day,city,5.0,2.363636363636364,2.571428571428571,1.1111111111111112,1.0,2.833333333333333,2.923076923076924,2.142857142857143,1.1666666666666667,2.0,2.2,2.8666666666666667,2.0,2.5,2.625,2.0,3.5
20.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.0,3.095238095238095,2.8888888888888893,3.0,2.833333333333333,3.3076923076923084,3.142857142857143,2.833333333333333,2.0,3.2,3.066666666666667,2.3636363636363638,2.5,2.625,3.111111111111111,3.0
22.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,city,5.0,3.090909090909091,2.7142857142857144,1.2222222222222223,1.0,2.166666666666667,1.5384615384615383,2.214285714285714,1.3333333333333337,2.166666666666667,3.1,1.6,2.636363636363636,1.0,3.0,2.4444444444444446,3.0
20.0,male,secondary school,current smoker,drink a lot,few hours a day,village,5.0,2.363636363636364,3.095238095238095,2.4444444444444446,3.0,2.166666666666667,4.384615384615384,3.1428571428571423,4.666666666666667,3.8333333333333335,2.6,3.333333333333333,2.727272727272727,2.0,3.0,3.0,4.0
21.0,male,secondary school,former smoker,social drinker,less than an hour a day,village,5.0,2.090909090909091,2.6666666666666665,3.0,1.0,1.5,2.0,3.0,1.5,1.5,2.2,1.7999999999999998,1.7272727272727275,1.0,4.0,2.888888888888889,4.0
21.0,male,secondary school,tried smoking,social drinker,most of the day,city,4.0,2.636363636363636,3.238095238095238,2.7777777777777777,4.0,3.0,3.615384615384616,3.3571428571428568,3.0,1.3333333333333337,3.3000000000000007,3.066666666666667,2.3636363636363638,2.5,3.0,3.555555555555556,4.0
18.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,2.636363636363636,3.619047619047618,1.6666666666666667,1.0,1.1666666666666667,4.769230769230769,3.5,2.833333333333333,3.666666666666667,3.5,4.066666666666666,3.3636363636363638,2.0,2.625,3.6666666666666665,3.5
15.0,male,primary school,never smoked,never,few hours a day,city,5.0,1.7272727272727273,3.095238095238095,3.111111111111111,1.0,1.6666666666666663,1.6923076923076923,3.8571428571428577,1.6666666666666663,1.6666666666666663,2.4,1.7333333333333332,2.090909090909091,1.0,3.75,3.888888888888889,5.0
19.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,city,5.0,2.090909090909091,3.523809523809524,3.111111111111111,3.0,2.333333333333333,3.3076923076923075,3.571428571428571,3.1666666666666665,2.333333333333333,2.6,2.8666666666666663,2.7272727272727275,3.0,3.375,4.0,3.5
24.0,female,college/bachelor degree,never smoked,drink a lot,few hours a day,city,5.0,2.818181818181818,2.904761904761904,2.2222222222222223,4.0,3.8333333333333335,4.692307692307692,3.071428571428571,3.8333333333333335,3.0,2.7000000000000006,4.266666666666667,2.363636363636364,2.5,3.0,2.4444444444444446,2.5
19.0,female,secondary school,never smoked,social drinker,few hours a day,city,5.0,3.5454545454545454,2.571428571428571,1.777777777777778,3.0,3.666666666666667,4.0769230769230775,2.0,1.1666666666666667,3.666666666666667,3.6,3.6,3.1818181818181817,5.0,1.375,3.111111111111111,1.5
25.0,male,college/bachelor degree,tried smoking,drink a lot,few hours a day,village,5.0,4.2727272727272725,2.4761904761904763,2.4444444444444446,4.0,4.166666666666667,3.9230769230769234,3.142857142857143,3.333333333333333,2.5,4.0,3.8,2.7272727272727275,5.0,3.75,3.888888888888889,3.0
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,city,5.0,4.090909090909091,2.7142857142857144,1.1111111111111112,1.0,2.833333333333333,3.153846153846154,2.071428571428572,3.666666666666667,2.833333333333333,3.7,2.733333333333333,2.818181818181818,4.0,2.625,2.555555555555556,2.0
19.0,female,secondary school,current smoker,social drinker,less than an hour a day,village,5.0,2.363636363636364,3.3809523809523805,1.2222222222222223,1.0,4.666666666666667,4.153846153846154,3.5,4.666666666666667,2.166666666666667,2.9000000000000004,3.8666666666666663,2.090909090909091,2.5,3.0,3.555555555555556,3.5
21.0,male,secondary school,never smoked,social drinker,few hours a day,village,5.0,2.4545454545454546,3.761904761904762,2.888888888888889,4.0,4.833333333333334,4.076923076923077,3.2857142857142856,3.1666666666666665,3.1666666666666665,2.6,3.6666666666666665,3.0,3.0,2.75,2.888888888888889,4.5
23.0,male,secondary school,tried smoking,social drinker,few hours a day,village,5.0,2.090909090909091,4.333333333333333,4.666666666666666,4.0,4.166666666666667,4.6923076923076925,4.5,3.333333333333333,5.0,2.9000000000000004,4.199999999999999,4.818181818181818,3.0,4.375,4.444444444444445,4.5
21.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,3.9090909090909087,4.571428571428571,3.111111111111111,1.0,4.166666666666667,4.538461538461538,4.571428571428571,1.6666666666666663,1.6666666666666663,4.8,3.866666666666666,2.909090909090909,1.5,4.375,5.0,5.0
20.0,male,secondary school,tried smoking,drink a lot,most of the day,city,5.0,2.4545454545454546,1.761904761904762,1.8888888888888888,2.0,3.5,4.307692307692308,1.6428571428571428,2.6666666666666665,2.6666666666666665,1.7000000000000002,4.133333333333333,2.4545454545454546,5.0,2.25,1.5555555555555556,2.0
20.0,female,secondary school,never smoked,social drinker,few hours a day,village,5.0,3.636363636363636,3.523809523809524,3.888888888888889,2.0,2.333333333333333,3.615384615384616,3.7857142857142856,4.833333333333334,2.333333333333333,4.300000000000001,3.533333333333333,3.3636363636363638,2.5,4.0,4.555555555555555,4.0
18.0,female,primary school,tried smoking,social drinker,less than an hour a day,city,4.0,2.818181818181818,2.3809523809523805,2.1111111111111107,4.0,4.5,4.615384615384615,2.071428571428572,2.833333333333333,2.0,2.9,4.266666666666667,2.1818181818181817,2.5,2.625,2.555555555555556,2.0
27.0,male,secondary school,former smoker,social drinker,few hours a day,city,1.0,1.7272727272727273,3.0476190476190474,1.1111111111111112,1.0,1.1666666666666667,1.076923076923077,1.7857142857142856,1.1666666666666667,2.0,2.1,1.1333333333333333,1.7272727272727273,1.0,2.625,2.555555555555556,3.5
17.0,female,secondary school,current smoker,drink a lot,few hours a day,city,5.0,2.090909090909091,1.1428571428571428,2.888888888888889,5.0,1.0,2.923076923076923,1.1428571428571428,2.6666666666666665,1.0,1.6,2.0,1.0,1.0,2.875,1.0,1.5
19.0,female,primary school,never smoked,social drinker,few hours a day,village,5.0,3.9090909090909087,3.095238095238095,1.8888888888888888,1.0,2.333333333333333,3.615384615384616,2.8571428571428568,2.333333333333333,1.5,4.2,3.533333333333333,3.0,2.5,3.375,4.0,3.5
18.0,male,primary school,tried smoking,social drinker,few hours a day,village,5.0,3.181818181818182,2.571428571428571,2.2222222222222223,1.0,1.1666666666666667,2.384615384615385,2.8571428571428568,1.1666666666666667,1.1666666666666667,3.4000000000000004,2.0666666666666664,2.636363636363636,2.0,3.25,3.111111111111111,3.0
26.0,male,secondary school,current smoker,social drinker,less than an hour a day,city,5.0,2.909090909090909,3.1904761904761902,3.6666666666666665,1.0,1.6666666666666663,1.307692307692308,3.7142857142857135,1.6666666666666663,1.6666666666666663,3.2,1.5333333333333332,2.090909090909091,1.0,5.0,3.888888888888889,5.0
18.0,male,secondary school,tried smoking,drink a lot,few hours a day,village,5.0,2.5454545454545454,3.3809523809523805,1.3333333333333333,1.0,4.0,3.0,2.9285714285714284,2.333333333333333,3.1666666666666665,2.1,3.733333333333333,2.818181818181818,3.5,3.375,2.333333333333333,4.5
30.0,male,masters degree,current smoker,drink a lot,few hours a day,city,5.0,3.0,3.619047619047618,4.333333333333333,5.0,4.833333333333334,4.384615384615385,4.071428571428571,4.0,4.833333333333334,3.1,4.333333333333333,2.636363636363636,3.5,3.375,3.4444444444444446,4.5
24.0,female,secondary school,never smoked,social drinker,few hours a day,city,5.0,2.636363636363636,2.952380952380952,1.8888888888888888,3.0,3.8333333333333335,3.769230769230769,2.571428571428571,3.0,2.166666666666667,3.6000000000000005,3.533333333333333,3.636363636363636,2.5,3.0,4.111111111111111,2.5
20.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,1.9090909090909087,3.666666666666666,2.111111111111111,2.0,3.8333333333333335,2.0769230769230766,3.071428571428571,1.3333333333333337,3.0,2.5,2.4,2.7272727272727275,2.5,3.0,3.555555555555556,3.5
20.0,male,secondary school,tried smoking,social drinker,few hours a day,village,5.0,3.272727272727273,2.6666666666666665,1.777777777777778,3.0,2.0,4.0,2.571428571428571,3.666666666666667,2.0,3.6000000000000005,3.8,2.8181818181818183,3.5,2.625,3.111111111111111,2.5
20.0,male,secondary school,tried smoking,social drinker,few hours a day,village,5.0,3.636363636363636,2.6666666666666665,2.0,2.0,3.666666666666667,4.769230769230769,2.571428571428571,3.666666666666667,2.833333333333333,3.2,4.466666666666667,2.1818181818181817,3.0,3.25,2.0,2.5
25.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,3.3636363636363638,3.7619047619047614,3.2222222222222223,3.0,2.5,3.615384615384616,3.928571428571429,3.333333333333333,5.0,3.9,2.8666666666666667,4.363636363636364,2.0,5.0,4.444444444444445,5.0
19.0,female,secondary school,former smoker,social drinker,few hours a day,village,5.0,2.636363636363636,2.714285714285714,1.777777777777778,3.0,4.5,3.461538461538462,2.142857142857143,2.833333333333333,3.666666666666667,2.4000000000000004,3.666666666666667,2.818181818181818,4.0,2.0,2.0,2.0
20.0,female,secondary school,tried smoking,social drinker,few hours a day,village,4.0,2.5454545454545454,2.571428571428571,1.7777777777777777,1.0,4.666666666666667,3.5384615384615388,2.571428571428571,2.166666666666667,4.666666666666667,2.6,3.8,3.363636363636364,3.5,3.0,3.0,2.0
21.0,male,secondary school,tried smoking,social drinker,few hours a day,village,4.0,2.090909090909091,3.3809523809523805,2.4444444444444446,1.0,3.1666666666666665,2.923076923076924,4.142857142857142,4.0,2.333333333333333,2.6,2.8,3.6363636363636367,2.0,3.375,4.0,3.0
19.0,female,secondary school,tried smoking,drink a lot,few hours a day,village,5.0,3.5454545454545454,3.761904761904761,1.6666666666666667,1.0,2.833333333333333,2.923076923076924,2.9285714285714284,2.833333333333333,4.5,4.1,2.8666666666666667,4.0,4.0,2.0,3.6666666666666665,3.0
19.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,1.4545454545454546,3.19047619047619,1.8888888888888888,3.0,3.0,4.230769230769231,2.642857142857143,3.0,2.166666666666667,2.5,3.1333333333333333,3.0,1.5,1.75,3.555555555555556,2.0
19.0,female,secondary school,never smoked,social drinker,few hours a day,village,5.0,1.7272727272727273,2.8571428571428568,2.4444444444444446,2.0,4.333333333333334,2.5384615384615388,2.3571428571428568,1.8333333333333333,1.8333333333333333,1.7000000000000002,2.333333333333333,2.727272727272727,2.5,2.25,1.5555555555555556,2.0
18.0,female,primary school,current smoker,social drinker,few hours a day,city,4.0,3.0,3.809523809523809,4.0,4.0,2.333333333333333,3.846153846153847,4.0,4.0,2.333333333333333,3.6000000000000005,3.4000000000000004,2.7272727272727275,2.5,4.0,4.0,4.0
18.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,village,4.0,2.090909090909091,3.8571428571428577,2.333333333333333,4.0,1.5,4.0,3.571428571428571,4.0,4.0,2.8,3.6,3.545454545454546,1.5,4.0,4.0,3.0
16.0,female,secondary school,tried smoking,never,few hours a day,city,5.0,2.818181818181818,2.0,2.0,4.0,2.6666666666666665,3.846153846153846,1.4285714285714284,1.8333333333333333,1.0,2.8000000000000003,3.0,1.3636363636363635,2.5,2.25,2.111111111111111,1.0
19.0,female,secondary school,tried smoking,drink a lot,less than an hour a day,city,1.0,3.545454545454545,3.2857142857142856,1.8888888888888888,3.0,3.0,3.615384615384616,3.214285714285714,3.0,3.0,4.1000000000000005,3.066666666666667,2.7272727272727275,2.0,3.0,3.555555555555556,2.5
18.0,female,secondary school,former smoker,social drinker,few hours a day,city,5.0,3.181818181818182,4.095238095238095,2.4444444444444446,1.0,3.1666666666666665,2.5384615384615383,3.8571428571428568,1.5,2.333333333333333,3.6000000000000005,2.6,2.2727272727272725,2.5,4.0,4.0,4.5
19.0,female,primary school,former smoker,drink a lot,few hours a day,city,5.0,2.2727272727272725,3.333333333333333,1.1111111111111112,1.0,2.0,2.384615384615385,2.571428571428571,1.1666666666666667,1.1666666666666667,3.0,2.2,2.1818181818181817,1.5,2.0,3.111111111111111,3.5
21.0,female,secondary school,former smoker,social drinker,less than an hour a day,city,5.0,2.7272727272727275,2.6666666666666665,1.8888888888888888,1.0,4.0,4.0,3.0,3.1666666666666665,2.333333333333333,2.4,4.0,1.9090909090909087,4.5,3.375,2.888888888888889,3.5
21.0,male,college/bachelor degree,former smoker,never,few hours a day,city,3.0,2.090909090909091,1.6666666666666663,2.0,2.0,2.0,2.384615384615385,2.0,1.1666666666666667,1.1666666666666667,2.0,2.2,1.3636363636363638,1.0,3.25,2.0,2.0
18.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,4.454545454545454,2.619047619047619,1.1111111111111112,1.0,2.833333333333333,2.923076923076924,2.357142857142857,2.0,1.1666666666666667,3.9,2.8666666666666667,1.5454545454545454,3.5,3.25,2.555555555555556,3.5
21.0,female,secondary school,never smoked,never,less than an hour a day,city,3.0,3.9090909090909087,2.761904761904762,1.2222222222222223,1.0,2.166666666666667,2.6923076923076925,2.571428571428571,1.3333333333333337,2.166666666666667,4.4,2.2,2.2727272727272725,2.5,3.0,4.111111111111111,2.0
17.0,female,secondary school,never smoked,social drinker,few hours a day,city,5.0,3.727272727272727,2.523809523809524,1.1111111111111112,1.0,3.666666666666667,4.615384615384615,2.5,3.666666666666667,1.1666666666666667,4.3,4.133333333333333,2.363636363636364,3.0,2.625,3.6666666666666665,1.5
20.0,female,secondary school,tried smoking,social drinker,most of the day,city,5.0,3.545454545454545,4.19047619047619,2.333333333333333,2.0,3.333333333333333,4.307692307692308,4.0,3.333333333333333,2.5,4.6,3.866666666666666,4.0,2.0,3.75,5.0,3.5
19.0,female,primary school,tried smoking,social drinker,less than an hour a day,city,5.0,2.1818181818181817,3.1904761904761907,1.777777777777778,3.0,3.666666666666667,4.384615384615385,2.9285714285714284,3.666666666666667,2.833333333333333,2.5,4.266666666666667,2.818181818181818,1.5,2.625,2.555555555555556,3.0
27.0,male,masters degree,tried smoking,never,few hours a day,city,5.0,2.2727272727272725,3.761904761904762,1.5555555555555556,2.0,3.8333333333333335,3.8461538461538463,3.214285714285714,2.166666666666667,2.166666666666667,2.5,3.066666666666667,3.0,4.0,3.0,3.555555555555556,3.0
22.0,female,college/bachelor degree,former smoker,drink a lot,few hours a day,city,5.0,3.545454545454545,3.1904761904761907,2.111111111111111,2.0,4.666666666666667,4.076923076923077,3.1428571428571423,3.0,2.166666666666667,3.8,4.333333333333333,1.909090909090909,2.5,3.0,3.0,3.0
19.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.0,2.952380952380952,3.4444444444444446,4.0,2.333333333333333,3.3076923076923075,3.285714285714285,3.1666666666666665,1.5,3.4000000000000004,2.8666666666666663,2.090909090909091,3.5,3.375,4.0,4.0
19.0,female,secondary school,never smoked,social drinker,no time at all,village,5.0,3.6363636363636367,3.571428571428571,2.7777777777777777,4.0,3.8333333333333335,4.307692307692308,3.0,3.8333333333333335,3.8333333333333335,4.0,4.066666666666666,4.0,4.0,3.0,4.111111111111111,2.5
20.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,2.1818181818181817,3.4761904761904763,2.111111111111111,2.0,2.166666666666667,2.4615384615384617,3.3571428571428568,2.166666666666667,2.166666666666667,2.9000000000000004,2.333333333333333,2.090909090909091,1.5,3.0,3.555555555555556,3.5
19.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,4.454545454545454,4.19047619047619,4.0,2.0,3.333333333333333,3.769230769230769,4.714285714285714,4.166666666666667,2.5,5.0,3.333333333333333,3.0909090909090917,2.5,5.0,5.0,4.5
20.0,female,secondary school,never smoked,social drinker,few hours a day,village,5.0,2.8181818181818183,2.7142857142857144,1.6666666666666667,1.0,2.833333333333333,3.615384615384616,2.142857142857143,2.0,2.0,3.0,3.733333333333333,2.8181818181818183,3.5,2.0,3.111111111111111,2.0
17.0,female,primary school,tried smoking,social drinker,few hours a day,city,5.0,1.7272727272727273,1.857142857142857,1.2222222222222223,1.0,1.3333333333333337,1.1538461538461535,2.142857142857143,1.3333333333333337,1.3333333333333337,2.2,1.2666666666666666,2.1818181818181817,1.0,3.0,3.0,2.0
23.0,female,secondary school,current smoker,social drinker,few hours a day,village,5.0,3.727272727272727,4.142857142857142,2.555555555555556,1.0,1.6666666666666663,3.769230769230769,3.857142857142857,1.6666666666666663,3.333333333333333,4.6,3.0666666666666664,3.272727272727273,2.0,3.75,5.0,4.5
20.0,female,secondary school,never smoked,social drinker,few hours a day,city,5.0,4.090909090909091,3.333333333333333,2.1111111111111107,4.0,3.666666666666667,4.230769230769232,2.357142857142857,2.833333333333333,4.5,3.7,3.9333333333333327,3.636363636363636,4.5,2.625,2.555555555555556,2.5
20.0,female,secondary school,current smoker,social drinker,few hours a day,city,5.0,2.1818181818181817,3.523809523809524,1.2222222222222223,1.0,1.3333333333333337,1.923076923076923,2.857142857142857,1.3333333333333337,3.8333333333333335,3.2,1.6666666666666667,3.090909090909091,1.0,3.0,4.111111111111111,3.0
19.0,male,secondary school,tried smoking,social drinker,few hours a day,city,5.0,2.818181818181818,3.2857142857142856,4.333333333333333,3.0,3.333333333333333,3.5384615384615388,3.928571428571429,1.6666666666666663,3.333333333333333,3.5,3.466666666666667,3.090909090909091,2.5,3.75,4.444444444444445,4.5
20.0,female,secondary school,tried smoking,social drinker,most of the day,city,5.0,2.090909090909091,1.238095238095238,2.333333333333333,5.0,3.5,3.9230769230769234,1.0,1.8333333333333333,1.8333333333333333,1.6,3.933333333333333,1.181818181818182,3.0,2.875,1.0,1.0
19.0,male,secondary school,current smoker,social drinker,few hours a day,village,2.0,2.909090909090909,3.0476190476190474,1.5555555555555556,2.0,3.0,4.0,2.142857142857143,2.166666666666667,3.0,2.6,3.2666666666666666,3.0,3.5,3.0,3.0,2.5
19.0,male,secondary school,tried smoking,never,few hours a day,city,3.0,3.0,3.0,3.0,3.0,3.0,3.0000000000000004,3.0,3.0,3.0,3.0000000000000004,3.0,3.0,3.0,3.0,3.0,3.0
18.0,female,secondary school,never smoked,social drinker,few hours a day,city,5.0,2.1818181818181817,3.095238095238095,1.3333333333333333,1.0,1.5,1.6153846153846154,2.9285714285714284,2.333333333333333,2.333333333333333,3.3,1.6,3.3636363636363638,1.5,3.375,4.555555555555555,3.0
19.0,female,secondary school,former smoker,social drinker,few hours a day,city,5.0,4.0,2.523809523809524,2.666666666666667,2.0,4.666666666666667,4.076923076923077,2.7857142857142856,1.3333333333333337,3.8333333333333335,3.3000000000000003,4.333333333333333,2.5454545454545454,4.5,3.625,2.4444444444444446,3.0
15.0,female,secondary school,current smoker,drink a lot,few hours a day,city,5.0,4.0,4.285714285714285,2.8888888888888893,2.0,2.5,3.9230769230769234,4.142857142857143,2.5,2.5,4.6,3.533333333333333,3.0909090909090917,2.0,5.0,5.0,4.5
