age,gender,education,smoking,alcohol,internet_usage,music,slow_songs,dance,folk,country,classical,musical,pop,rock,metal_hardrock,punk,hiphop_rap,reggae_ska,swing_jazz,rock_n_roll,alternative,latino,techno_trance,opera,Cluster
20.0,female,secondary school,never smoked,social drinker,less than an hour a day,5.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,34
19.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,62
18.0,male,primary school,former smoker,social drinker,few hours a day,5.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,49
15.0,female,primary school,tried smoking,never,most of the day,5.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,15
20.0,female,college/bachelor degree,tried smoking,social drinker,less than an hour a day,5.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,69
16.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5
18.0,male,secondary school,current smoker,drink a lot,few hours a day,5.0,3.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,12
21.0,male,secondary school,never smoked,never,few hours a day,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,49
19.0,female,primary school,never smoked,never,few hours a day,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,54
20.0,female,secondary school,never smoked,never,few hours a day,5.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,80
19.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,4.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,63
19.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,5
19.0,female,primary school,current smoker,social drinker,few hours a day,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,98
19.0,male,primary school,never smoked,social drinker,most of the day,5.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,49
20.0,female,secondary school,former smoker,social drinker,most of the day,5.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,18
21.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,90
19.0,female,secondary school,current smoker,social drinker,few hours a day,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,8
21.0,male,secondary school,tried smoking,never,few hours a day,5.0,3.0,5.0,2.0,1.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,30
18.0,male,secondary school,never smoked,social drinker,most of the day,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,86
20.0,male,secondary school,never smoked,social drinker,few hours a day,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,21
19.0,male,college/bachelor degree,tried smoking,never,few hours a day,2.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,83
22.0,female,secondary school,tried smoking,never,few hours a day,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,20
20.0,male,secondary school,tried smoking,never,few hours a day,5.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,99
25.0,male,college/bachelor degree,tried smoking,drink a lot,few hours a day,5.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,40
21.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,2.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,2
24.0,male,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,3.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,20
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,80
25.0,male,doctorate degree,never smoked,drink a lot,few hours a day,5.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,94
26.0,male,masters degree,former smoker,social drinker,most of the day,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,21
15.0,female,currently a primary school pupil,tried smoking,never,few hours a day,5.0,3.0,4.0,2.0,1.0,3.0,2.0,5.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,1.0,75
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,99
20.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,15
21.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,4.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,39
22.0,male,secondary school,current smoker,social drinker,most of the day,5.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,23
20.0,male,secondary school,current smoker,social drinker,most of the day,5.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,34
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,4.0,5.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,18
21.0,female,secondary school,former smoker,drink a lot,few hours a day,5.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,47
21.0,male,primary school,current smoker,drink a lot,few hours a day,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,94
20.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,52
19.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,67
19.0,male,secondary school,never smoked,drink a lot,few hours a day,4.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,1.0,1.0,11
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,52
22.0,male,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,43
21.0,male,secondary school,never smoked,social drinker,most of the day,5.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,4.0,33
26.0,male,secondary school,former smoker,social drinker,few hours a day,5.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,69
17.0,female,primary school,never smoked,never,few hours a day,5.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,82
22.0,male,college/bachelor degree,former smoker,social drinker,less than an hour a day,5.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,2.0,1.0,99
26.0,male,masters degree,tried smoking,never,few hours a day,5.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0,43
20.0,female,masters degree,tried smoking,social drinker,few hours a day,4.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,20
22.0,male,secondary school,tried smoking,never,few hours a day,4.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,69
21.0,male,secondary school,current smoker,social drinker,few hours a day,4.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,4.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,67
23.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,65
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,5.0,85
20.0,male,college/bachelor degree,tried smoking,drink a lot,few hours a day,5.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,96
21.0,female,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,74
19.0,female,secondary school,never smoked,never,less than an hour a day,3.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,1.0,9
29.0,female,masters degree,tried smoking,social drinker,less than an hour a day,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,91
22.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,31
19.0,female,college/bachelor degree,never smoked,social drinker,less than an hour a day,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,83
17.0,female,primary school,never smoked,social drinker,few hours a day,5.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,62
16.0,female,primary school,never smoked,social drinker,few hours a day,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,62
29.0,female,masters degree,former smoker,social drinker,less than an hour a day,5.0,3.0,2.0,5.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,60
18.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,1.0,4.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,90
26.0,male,masters degree,tried smoking,never,few hours a day,5.0,3.0,1.0,4.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,43
19.0,male,secondary school,current smoker,drink a lot,few hours a day,5.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,7
19.0,male,secondary school,current smoker,never,few hours a day,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,68
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,75
22.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,76
20.0,male,secondary school,current smoker,drink a lot,few hours a day,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,7
21.0,male,secondary school,former smoker,social drinker,less than an hour a day,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,14
21.0,male,secondary school,tried smoking,social drinker,most of the day,4.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,44
18.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,17
15.0,male,primary school,never smoked,never,few hours a day,5.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,49
19.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,15
24.0,female,college/bachelor degree,never smoked,drink a lot,few hours a day,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,78
19.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0,50
25.0,male,college/bachelor degree,tried smoking,drink a lot,few hours a day,5.0,3.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,5.0,74
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,50
19.0,female,secondary school,current smoker,social drinker,less than an hour a day,5.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,44
21.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,65
23.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,48
21.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0,63
20.0,male,secondary school,tried smoking,drink a lot,most of the day,5.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,1.0,2.0,5.0,20
20.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,38
18.0,female,primary school,tried smoking,social drinker,less than an hour a day,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,67
27.0,male,secondary school,former smoker,social drinker,few hours a day,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,71
17.0,female,secondary school,current smoker,drink a lot,few hours a day,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,19
19.0,female,primary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,35
18.0,male,primary school,tried smoking,social drinker,few hours a day,5.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,49
26.0,male,secondary school,current smoker,social drinker,less than an hour a day,5.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,42
18.0,male,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,3.0,80
30.0,male,masters degree,current smoker,drink a lot,few hours a day,5.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,65
24.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,38
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,18
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,10
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,17
25.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,21
19.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,50
20.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,13
21.0,male,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,21
19.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,1.0,11
19.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,1.0,11
18.0,female,primary school,current smoker,social drinker,few hours a day,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,63
18.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,1.0,1.0,98
16.0,female,secondary school,tried smoking,never,few hours a day,5.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,82
19.0,female,secondary school,tried smoking,drink a lot,less than an hour a day,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,93
18.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,0
19.0,female,primary school,former smoker,drink a lot,few hours a day,5.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,18
21.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,74
21.0,male,college/bachelor degree,former smoker,never,few hours a day,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,19
18.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,52
21.0,female,secondary school,never smoked,never,less than an hour a day,3.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,9
17.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,10
20.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,53
19.0,female,primary school,tried smoking,social drinker,less than an hour a day,5.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,44
27.0,male,masters degree,tried smoking,never,few hours a day,5.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,28
22.0,female,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0,54
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,30
19.0,female,secondary school,never smoked,social drinker,no time at all,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,1
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,18
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,63
20.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,4.0,33
17.0,female,primary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36
23.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,3.0,2.0,92
20.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,50
20.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,79
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,96
20.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,62
19.0,male,secondary school,current smoker,social drinker,few hours a day,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,5.0,1.0,5.0,93
